,Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
9837,"Northern States Power Company, a Minnesota Corporation, d/b/a Xcel Energy",18-RC-283607,Monticello,MN,2021-09-28,"Region 18, Minneapolis, Minnesota",Closed,01/25/2022,Certific. of Representative,19.0,19.0,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 160","All full-time and part-time control room/FIN supervisors and ops program managers; excluding supervisory, managerial and confidential employees and guards as defined by the Act."
9838,AMENTUM NAS North Island,21-RC-283608,San Diego,CA,2021-09-28,"Region 21, Los Angeles, California",Closed,10/01/2021,Withdrawal Non-adjusted,,5.0,,"Included: All full time and regular part time Ground Support Equipment Mechanics and Welders working at Naval Air Station North Island working in building 801

Excluded: Guards and Supervisors as defined in the Act."
9839,Meadow View Healthcare and Rehabilitation Center,04-RC-283647,Montrose,PA,2021-09-28,"Region 04, Philadelphia, Pennsylvania",Closed,11/24/2021,Certific. of Representative,8.0,10.0,"SEIU Healthcare Pennsylvania, CTW, CLC","Included:  All full-time and regular part-time licensed practical nurses employed at 225 Park St., Montrose, PA 18801

Excluded:  All other employees, guards, and supervisors as defined by the Act"
9840,Meadow View Healthcare and Rehabilitation Center,04-RC-283656,Montrose,PA,2021-09-28,"Region 04, Philadelphia, Pennsylvania",Closed,11/24/2021,Certification of Results,24.0,35.0,,"Included:  All full time and regular part time service and maintenance employees including but not limited to CNAs, cooks, dietary aides, cook/aides, housekeepers, laundry aides, activities assistants, maintenance employed at 225 Park St., Montrose, PA 18801

Excluded:  All other employees, guards, and supervisors as defined by the Act"
9841,Seagate US LLC,18-RC-283636,Bloomington,MN,2021-09-28,"Region 18, Minneapolis, Minnesota",Closed,01/10/2022,Certific. of Representative,9.0,9.0,"International Brotherhood of Electrical Workers, Local Union 292","Included:  MNC Electrical Services - All full-time and part-time.
Excluded:  Supervisory and Confidential - All other departments and job class."
9842,Moonlight Amphitheatre,21-RC-283640,Vista,CA,2021-09-28,"Region 21, Los Angeles, California",Closed,09/30/2021,Withdrawal Non-adjusted,,40.0,,"Included: All full time regular part time and seasonal employees of the employer

Excluded: All office clerical employees, maintenance employees, guards and supervisors"
9843,C&W Facility Services Inc.,01-RC-283650,Boston,MA,2021-09-28,"Region 01, Boston, Massachusetts",Closed,11/10/2021,Withdrawal Non-adjusted,,3.0,,"Included: All full time, regular part time, and per diem skilled trades employees including Electricians, Painters, Carpenters, Plumbers, Maintenance Mechanics, Licensed Engineers, Licensed Firemen, HVAC Mechanics, and Leads. 
Excluded: All other employees, ckerical/administrative, managers, confidential employees, guards and supervisors as defined in the Act."
9845,"Prime Healthcare Services – San Dimas, LLC DBA San Dimas Community Hospital",21-RC-283677,San Dimas,CA,2021-09-28,"Region 21, Los Angeles, California",Closed,11/09/2021,Certific. of Representative,113.0,123.0,"SEIU, Local 121RN, CTW, CLC","Included: All full-time, regular part-time, and per diem registered nurses.

Excluded: All other employees, managers, guards and supervisors, as defined by the Act."
9846,American Medical Response of Cochise County LLC,28-RC-283517,Sierra Vista,AZ,2021-09-27,"Region 28, Phoenix, Arizona",Closed,11/18/2021,Certific. of Representative,47.0,40.0,"United Emergency Medical Professionals of Arizona, Local I-60 of International Association of Fire Fighters","Included: All full time and part time Emergency Medical Technicians, Paramedics, and Registered Nurses 

Excluded: all other employees, office clerical employees, managers, guards and supervisors as defined by the Act."
9848,Epiroc USA LLC,04-RC-283573,Harrisburg,PA,2021-09-27,"Region 04, Philadelphia, Pennsylvania",Closed,11/10/2021,Certific. of Representative,6.0,7.0,International Union of Operating Engineers Local 542,"Included: All Mechanics, Field Techs, Service Techs and Warehouse Techs

Excluded: Office Clerical Employees, Guards and Supervisors as defined by in the Act"
9849,The United Illuminating Company,01-RC-283513,Orange,CT,2021-09-27,"Region 01, Boston, Massachusetts",Closed,11/15/2021,Certific. of Representative,29.0,58.0,"UTILITY WORKERS UNION OF AMERICA, AFL-CIO","Included: All full-time and regular part-time Overhead Supervisors, Underground
Supervisors, Substation Supervisors, Standard Field Supervisors, Field Technicians
Supervisors, Operations Supervisors, Line Clearance Supervisors, Civil
Construction Supervisors, Call Center Supervisors, Revenue Protection
Supervisors, Integrated Planning Supervisors, Fleet Maintenance Supervisors,
Revenue Recovery Supervisors, Test Department Supervisors, Logistics
Supervisors, Lead Supervisors, System Operators-Transmission, Revenue
protection Investigators, Integrated Planning Schedulers, Scheduling Schedulers
and Commercial Collections. Excluding: All Managers, Supervisors as defined by the act, all other employees of the Employer
"
9850,Fragrancenet.com,29-RC-283645,Deer Park,NY,2021-09-27,"Region 29, Brooklyn, New York",Closed,11/15/2021,Certification of Results,237.0,107.0,Fragrancenet.com,"Included: All full time and regular part-time picking, packing, receiving, shipping, quality control, auditors, drivers, maintenance, warehouse and production employees Excluded: Office clerical employees, departmental Leads, guards and supervisors as defined by the Act."
9851,"Greenhouse Group, LLC d/b/a Curaleaf IL 2",13-RC-283559,Mokena,IL,2021-09-27,"Region 13, Chicago, Illinois",Closed,11/10/2021,Certific. of Representative,22.0,28.0,"Local 881, United Food & Commercial Workers","Included: All Full-Time and Part-Time Store Associates employed by the Employer from its facility currently located at 9930 190th Street Unit H, Mokena IL 60448.

Excluded: Managers, Store Associate Leads, guards, professional employees and 
supervisors as defined by the Act.
"
9852,Tuality Physical Therapy and Chiropractic,19-RC-283564,Hillsboro,OR,2021-09-27,"Region 19, Seattle, Washington",Closed,10/15/2021,Withdrawal Non-adjusted,,11.0,,"Included: All service and technical employees. Excluded: All other employees, including managers, supervisors, and guards."
9853,Zoological Society of San Diego d/b/a San Diego Zoo Wildlife Alliance,20-RC-283465,Volcano,HI,2021-09-24,"Region 20, San Francisco, California",Closed,01/18/2022,Certific. of Representative,14.0,9.0,"AUTOMOTIVE AND ALLIED INDUSTRIES EMPLOYEES OF SAN DIEGO COUNTY, TEAMSTERS LOCAL 481 &  HAWAII TEAMSTERS AND ALLIED WORKERS, LOCAL 996","Included: Research associates and research assistants employed by the San Diego Zoological Society at the Keahou Bird Conservation Center and the Maui Bird Conservation Center. Excluded: All other Employees, guards, and Supervisors as defined in the Act, as amended."
9855,"Recology Oregon Compost, Inc., d/b/a Recology Organics Aumsville",19-RC-283436,Salem,OR,2021-09-24,"Region 19, Seattle, Washington",Closed,12/03/2021,Certific. of Representative,6.0,6.0,Teamsters Local Union No. 324,"Included: All full time leads, weighmasters, equipment operators and general laborers at the Recology Organics Aumsville - Salem, Oregon facility. Excluded: All sales, office clerical, professional employees, mechanics, guards and supervisors as defined by the Act."
9856,La Quinta Inn & Suites,14-RC-283462,Saint Louis,MO,2021-09-24,"Region 14, Saint Louis, Missouri",Closed,10/12/2021,Withdrawal Non-adjusted,,18.0,,"Included: House keeping department, breakfast attendant, maintenance, house man, laundry attendant

Excluded: All managers and supervisors as defined by the act and front desk employees"
9857,The Pines at Voorhees Rehabilitation and Healthcare Center,04-RC-283504,Voorhees,NJ,2021-09-24,"Region 04, Philadelphia, Pennsylvania",Closed,10/20/2021,Withdrawal Non-adjusted,,6.0,,"Included:  All full-time, regular part-time, and per-diem interpreters/activity aides

Excluded*:  Petitioner seeks an Armour-Globe self-determination election
All other employees, guards, managers and supervisors as defined by the Act"
9858,"Seminole Electric Cooperative, Inc.",12-RC-283588,Tampa,FL,2021-09-24,"Region 12, Tampa, Florida",Closed,12/20/2021,Certific. of Representative,9.0,10.0,"International Brotherhood of Electrical Workers, Local 108, AFL-CIO","Included:  All full time System Associates, Systems Coordinators I, Systems Coordinators II, Senior Systems Operators, and Systems Operators.  Excluded:  All Clerical employees, Supervisors, Management, guards, and all other defined by the law."
9859,"Cemex Construction Materials Pacific, LLC",31-RC-283500,Bakersfield,CA,2021-09-24,"Region 31, Los Angeles, California",Closed,12/02/2021,Certific. of Representative,5.0,6.0,"International Union of Operating Engineers, Local 12, AFL-CIO","Included: All full-time and regular part-time employees employed by the Employer at its
operations currently located at 11638 Old River Rd., Bakersfield, CA 93311 and
1157 Chino Grade Loop, Bakersfield, CA 93308 performing work under the
following classifications: Batch Plant Operator, Loader Operator and Plant
Maintenance Mechanic.

Excluded: All executives, superintendents, office clerical, guards, professional and
supervisory employees, as defined in the National Labor Relations Act."
9860,Staker & Parson Companies d/b/a Jack B. Parson Ready Mix Concrete,27-RC-283492,Draper,UT,2021-09-24,"Region 27, Denver, Colorado",Closed,09/26/2023,Certific. of Representative,241.0,220.0,"Independent Union of Concrete Handlers, Drivers and Operators (IUCH)","Include: Ready Mix employees in Northern Utah and Southern Idaho. Exclude: office/clerical, guards, supervisors, and professional employees"
9861,TTX Company RSO - WRRX,21-RC-283536,Mira Loma,CA,2021-09-24,"Region 21, Los Angeles, California",Closed,10/15/2021,Withdrawal Non-adjusted,,95.0,,"Included: All Full and Regular Part Time Production and Maintenance Employees 

Excluded: All other employees including temporary employees, office/clerical and managerial employees, professional employees, guards and supervisors as defined by the act"
9863,"First Transit, Inc.",22-RC-283360,Newark,NJ,2021-09-23,"Region 22, Newark, New Jersey",Closed,11/02/2021,Certific. of Representative,7.0,8.0,INTERNATIONAL UNION OF JOURNEYMEN AND ALLIED TRADES,"Included: All full time and regular part-time payroll, office and maintenance clerks and
reconciler employees at the Employer's paratransit facility in Newark, New Jersey.

Excluded:  All other employees including, drivers, utility, managers, guards and supervisors
as defined in the Act."
9864,"Semper Fi Express, LLC",18-RC-283402,Oak Creek,WI,2021-09-23,"Region 18, Minneapolis, Minnesota",Closed,11/29/2021,Certific. of Representative,39.0,35.0,"Teamsters Local 344, Sales and Service Industry","Included:   All regular full-time and part-time employees employed by the Employer at it's address of 305 E. Mahn Ct. Ste. 400, Oak Creek, WI 53154. 

Excluded:  Supervisors, managers, clerical and guards as defined by the Act."
9865,Hoffman Structures Inc.,19-RC-283469,Seattle,WA,2021-09-23,"Region 19, Seattle, Washington",Closed,11/19/2021,Certific. of Representative,5.0,10.0,Operative Plasterers and Cement Masons International Association Local 528,"Included:  

All full-time and regular part-time Cement Mason Journeyman and Apprentices employed by the employer actively working in the following jurisdiction.
List of Counties in Local 528's jurisdiction:  Clallum, Cowlitz, Grays Harbor, Island, Jefferson, King, Kitsap, Lewis, Mason, Pacific, Pierce, San Juan, Skagit, Snohomish, Thurston, Wahkiakum and Whatcom Counties.  

Excluded:  

All other employees (including those represented by other Unions), Guards and Supervisors"
9866,"Grocery Delivery E-Services USA, Inc. d/b/a HelloFresh",32-RC-283407,Richmond,CA,2021-09-23,"Region 32, Oakland, California",Closed,01/03/2022,Certification of Results,763.0,850.0,,"All regular part-time and full-time employees of the Employer in the classifications Bundle
workers, Line workers, Pack or packing workers, Cleaners, Leads, Prep workers, Trainers,
Runners, Quality assurance workers, Inventory, Sanitation workers, Powered industrial truck
operators, Machine operators, Assembly, Warehouse, Shipping, Maintenance, Safety,
Sauce, Sticker, Housekeeping, Spiders, Mechanics, Labelers, Porters, Autobaggers, Social
Distance at its operations at 2041 Factory Street, Richmond, CA 94801, 

but excluding guards,
office clericals, managers and statutory supervisors."
