,Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Year,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
1307,"05, 05 WDC",05-RC-291035,,"Elite Protective Services, Inc.",RC,Hyattsville,MD,2022-03-24 00:00:00,7,0,4,Union of Patriots Plaza,Stipulated,WON,,2022-06-08 00:00:00,Certific. of Representative,2022,,,,,
1308,"05, 05 WDC",05-RC-291101,,"J.R.'s Fire Protection, Inc.",RC,Baltimore,MD,2022-03-17 00:00:00,3,1,1,"Road Sprinkler Fitters Local Union No. 669, U.A., AFL-CIO",Stipulated,,LOSS,2022-04-15 00:00:00,Certification of Results,2022,,,,,
1309,"05, 05 WDC",05-RC-291103,,Starbucks Corporation,RC,Richmond,VA,2022-03-29 00:00:00,28,0,19,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-04-28 00:00:00,Certific. of Representative,2022,,,,,
1310,"05, 05 WDC",05-RC-291121,,Starbucks Corporation,RC,Springfield,VA,2022-04-13 00:00:00,22,10,8,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,,LOSS,2022-05-19 00:00:00,Certification of Results,2022,,,,,
1311,"05, 05 WDC",05-RC-291198,,Starbucks Corporation,RC,Farmville,VA,2022-04-12 00:00:00,27,3,12,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-05-18 00:00:00,Certific. of Representative,2022,,,,,
1312,"05, 05 WDC",05-RC-291672,,"The Country Vintner, Inc. d/b/a Winebow, Inc.",RC,Glen Allen,VA,2022-04-04 00:00:00,38,0,23,"Liquor and Wine Sales Representatives, Tire, Plastic and Allied Workers Union, Local 3",Stipulated,WON,,2022-05-03 00:00:00,Certific. of Representative,2022,,,,,
1313,"05, 05 WDC",05-RC-291899,,Starbucks Corporation,RC,Linthicum Heights,MD,2022-04-19 00:00:00,23,2,15,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-05-18 00:00:00,Certific. of Representative,2022,,,,,
1314,"05, 05 WDC",05-RC-291959,,"Paragon Systems, Inc.",RC,Washington,DC,2022-06-21 00:00:00,8,0,1,National Capital Union for Security Officers,Stipulated,WON,,2022-07-21 00:00:00,Certific. of Representative,2022,,,,,
1315,"05, 05 WDC",05-RC-292280,,Starbucks Corporation,RC,Leesburg,VA,2022-04-23 00:00:00,30,1,24,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-05-16 00:00:00,Certific. of Representative,2022,,,,,
1316,"05, 05 WDC",05-RC-292283,,Starbucks Corporation,RC,Falls Church,VA,2022-04-22 00:00:00,36,2,30,"Mid-Atlantic Regional Joint Board, Workers United",Stipulated,WON,,2022-05-16 00:00:00,Certific. of Representative,2022,,,,,
1317,"05, 05 WDC",05-RC-292455,,ADC LTD NM,RC,Leesburg,VA,2022-04-15 00:00:00,32,1,14,Union Rights for Security Officers (URSO),Stipulated,WON,,2022-05-23 00:00:00,Certific. of Representative,2022,,,,,
1318,"05, 05 WDC",05-RC-292939,,"Securemedy, Incorporated",RC,Alexandria,VA,2022-05-18 00:00:00,15,0,5,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2022-05-26 00:00:00,Certific. of Representative,2022,,,,,
1319,"05, 05 WDC",05-RC-293386,,"Transdev Services, Inc.",RC,Baltimore,MD,2022-05-12 00:00:00,5,0,5,Amalgamated Transit Union Local 1764,Stipulated,WON,,2022-05-25 00:00:00,Certific. of Representative,2022,,,,,
1320,"05, 05 WDC",05-RC-293534,,"HamHed, LLC",RC,Washington,DC,2022-05-13 00:00:00,54,16,25,"Public Service Employees Local Union 572, affiliated with Laborers' International Union of North America",Stipulated,WON,,2022-05-24 00:00:00,Certific. of Representative,2022,,,,,
1321,"05, 05 WDC",05-RC-293562,,"Michael Stapleton Associates, Ltd, d/b/a MSA Security, a subsidiary of Universal Protection Service,",RC,Washington,DC,2022-04-27 00:00:00,44,9,15,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2022-05-26 00:00:00,Certific. of Representative,2022,,,,,
1322,"05, 05 WDC",05-RC-293573,,Starbucks Corporation,RC,Bel Air,MD,2022-05-11 00:00:00,31,5,8,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-08-19 00:00:00,Certific. of Representative,2022,,,,,
1323,"05, 05 WDC",05-RC-293590,,Starbucks Corporation,RC,Stevensville,MD,2022-05-11 00:00:00,21,3,6,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-06-10 00:00:00,Certific. of Representative,2022,,,,,
1324,"05, 05 WDC",05-RC-293608,,"EMCOR Services CES, Inc.",RC,Washington,DC,2022-05-12 00:00:00,4,0,3,"International Union of Operating Engineers, Local 99",Stipulated,WON,,2022-06-10 00:00:00,Certific. of Representative,2022,,,,,
1325,"05, 05 WDC",05-RC-293687,,Starbucks Corporation,RC,Olney,MD,2022-05-20 00:00:00,18,4,9,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-06-01 00:00:00,Certific. of Representative,2022,,,,,
1326,"05, 05 WDC",05-RC-293696,,Starbucks Corporation,RC,Nottingham,MD,2022-05-11 00:00:00,21,2,10,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-05-11 00:00:00,Certific. of Representative,2022,,,,,
1327,"05, 05 WDC",05-RC-293773,,FairVote,RC,Takoma Park,MD,2022-04-28 00:00:00,10,0,8,Mid-Atlantic Regional Joint Board a/w Service Employees International Union,Stipulated,WON,,2022-05-31 00:00:00,Certific. of Representative,2022,,,,,
1328,"05, 05 WDC",05-RC-293910,,Starbucks Corporation,RC,Newport News,VA,2022-05-19 00:00:00,20,7,11,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-05-31 00:00:00,Certific. of Representative,2022,,,,,
1329,"05, 05 WDC",05-RC-294473,,"Amerigal Construction, Inc.",RC,Glenn Dale,MD,2022-06-01 00:00:00,14,0,4,"Construction and Master Laborers' Local Union 11, Affiliated with Laborers' International Union of North America",Stipulated,WON,,2022-07-08 00:00:00,Certific. of Representative,2022,,,,,
1330,"05, 05 WDC",05-RC-294639,,International Foundation for Electoral Systems (IFES),RC,Arlington,VA,2022-06-01 00:00:00,103,19,54,"Office and Professional Employees International Union, Local 2",Stipulated,WON,,2022-07-22 00:00:00,Certific. of Representative,2022,,,,,
1331,"05, 05 WDC",05-RC-295021,,Starbucks Corporation,RC,Glen Allen,VA,2022-06-10 00:00:00,31,20,7,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,,LOSS,2022-06-22 00:00:00,Certification of Results,2022,,,,,
1332,"05, 05 WDC",05-RC-295130,,"Apple, Inc.",RC,Towson,MD,2022-06-18 00:00:00,112,33,65,"International Association of Machinists and Aerospace Workers, AFL-CIO, CLC",Stipulated,WON,,2022-06-28 00:00:00,Certific. of Representative,2022,,,,,
1333,"05, 05 WDC",05-RC-295455,,"Midwest Air Traffic Control Service, Inc.",RC,Charlottesville,VA,2022-05-24 00:00:00,5,0,3,"National Air Traffic Controllers Association, AFL-CIO (NATCA)",Stipulated,WON,,2022-06-24 00:00:00,Certific. of Representative,2022,,,,,
1334,"05, 05 WDC",05-RC-295772,,Shakespeare Theatre Company,RC,Washington,DC,2022-06-28 00:00:00,44,6,23,"International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts Local 22 a/w International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, United States, its Territories, and Canada, AFL-CIO, CLC",Stipulated,WON,,2022-08-02 00:00:00,Certific. of Representative,2022,,,,,
1335,"05, 05 WDC",05-RC-295853,,"Nearly Bros, Inc. d/b/a Bodo’s Bagels",RC,Charlottesville,VA,2022-06-09 00:00:00,14,8,5,"United Food and Commercial Workers Union Local 400 a/w United Food and Commercial Workers International Union, AFL–CIO",Stipulated,,LOSS,2022-06-21 00:00:00,Certification of Results,2022,,,,,
1336,"05, 05 WDC",05-RC-296006,,Capitol Hill Publishing Corp. d/b/a The Hill,RC,Washington,DC,2022-07-20 00:00:00,98,18,45,"Washington-Baltimore Newspaper Guild, Local 32035, a/w The News Guild – Communications Workers of America, AFL-CIO, CLC",Stipulated,WON,,2022-08-02 00:00:00,Certific. of Representative,2022,,,,,
1337,"05, 05 WDC",05-RC-296297,,Starbucks Corporation,RC,Sterling,VA,2022-06-28 00:00:00,20,4,11,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2022-07-08 00:00:00,Certific. of Representative,2022,,,,,
1338,"05, 05 WDC",05-RC-296474,,"Davidson Hotel Company, LLC, as agent for Gone Yard Hotel Owner, LLC d/b/a Thompson Washington D.C.",RC,Washington,DC,2022-06-21 00:00:00,6,1,5,"International Union of Operating Engineers, Local 99, a/w International Union of Operating Engineers, AFL-CIO",Stipulated,WON,,2022-07-20 00:00:00,Certific. of Representative,2022,,,,,
1339,"05, 05 WDC",05-RC-298002,,"Utility Lines Construction Services, LLC",RC,Bridgeville,DE,2022-07-27 00:00:00,156,100,51,"International Brotherhood of Electrical Workers Local Union No. 126, AFL-CIO",Stipulated,,LOSS,2022-08-19 00:00:00,Certification of Results,2022,,,,,
1340,"05, 05 WDC",05-RC-298091,,"Verano Holdings, LLC d/b/a Zen Leaf",RC,Germantown,MD,2022-07-28 00:00:00,9,1,2,"United Food and Commercial Workers International Union, Local 400",Stipulated,WON,,2022-08-29 00:00:00,Certific. of Representative,2022,,,,,
1341,"05, 05 WDC",05-RC-298370,,"R.E. Wilson & Sons, Inc.",RC,Crownsville,MD,2022-07-29 00:00:00,60,6,27,United Food and Commercial Workers Union MCGEO Local 1994,Stipulated,WON,,2022-08-29 00:00:00,Certific. of Representative,2022,,,,,
1342,"05, 05 WDC",05-RC-298431,,REA Magnet Wire Company Inc.,RC,Ashland,VA,2022-07-28 00:00:00,22,11,10,"International Brotherhood of Electrical Workers, Local 666",Stipulated,,LOSS,2022-08-10 00:00:00,Certification of Results,2022,,,,,
1343,"05, 05 WDC",05-RC-299342,,"LSR Refinishing, LLC",RC,Clinton,MD,2022-08-23 00:00:00,16,11,2,"International Union of Painters and Allied Trades, Local Union 890, District Council No. 51, a/w International Union of Painters and Allied Trades, AFL-CIO",Stipulated,,LOSS,2022-09-06 00:00:00,Certification of Results,2022,,,,,
1344,"05, 05 WDC",05-RC-300105,,"MOM's Organic Market, Inc.",RC,Baltimore,MD,2022-08-26 00:00:00,75,5,58,Teamsters Local 570 a/w International Brotherhood of Teamsters,Stipulated,WON,,2022-09-06 00:00:00,Certific. of Representative,2022,,,,,
1345,"05, 05 WDC",05-RD-282230,,"Ardent Mills, LLC.",RD,York,PA,2021-10-01 00:00:00,14,11,3,Teamsters Local Union 776,Stipulated,,LOSS,2021-11-03 00:00:00,Certification of Results,2022,,,,,
1346,"05, 05 WDC",05-RD-284640,,"MGM National Harbor, LLC",RD,Oxon Hill,MD,2021-11-18 00:00:00,81,50,7,Union Rights for Security Officers,Directed,,LOSS,2021-11-26 00:00:00,Certification of Results,2022,,,,,
1347,"05, 05 WDC",05-RD-284734,,"Mountaire Farms, Inc.",RD,Selbyville,DE,2021-11-18 00:00:00,589,356,80,UFCW Local 27,Stipulated,,LOSS,2021-12-29 00:00:00,Certification of Results,2022,,,,,
1348,"05, 05 WDC",05-RD-290208,,"Mountaire Farms Inc. d/b/a Mountaire of Delmarva, Inc.",RD,Selbyville,DE,2022-03-17 00:00:00,200,140,29,"Truck Drivers, Helpers, Taxicab Drivers, Garage Employees and Airport Employees Local Union No. 355 a/w International Brotherhood of Teamsters",Stipulated,,LOSS,2022-03-31 00:00:00,Certification of Results,2022,,,,,
1349,"05, 05 WDC",05-RD-293347,,"Kinder Morgan, Inc.",RD,Chesapeake,VA,2022-05-03 00:00:00,28,19,8,USW Local 8-0543,Stipulated,,LOSS,2022-05-11 00:00:00,Certification of Results,2022,,,,,
1350,"05, 05 WDC",05-RD-293623,,"Waste Management of Virginia, Inc.",RD,Manassas,VA,2022-07-08 00:00:00,52,27,20,"Drivers, Chauffeurs and Helpers, Teamsters Local Union No. 639 a/w International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America",Directed,,LOSS,2022-07-20 00:00:00,Certification of Results,2022,,,,,
1351,"05, 05 WDC",05-RD-294575,,"New York Blood Center, Inc.",RD,Newark,DE,2022-06-09 00:00:00,55,36,5,1199SEIU United Healthcare Workers East a/w Service Employees International Union,Stipulated,,LOSS,2022-07-12 00:00:00,Certification of Results,2022,,,,,
1352,"05, 05 WDC",05-RD-295691,,"Psychiatric Institute of Washington, DC, Inc.",RD,Washington,DC,2022-06-29 00:00:00,170,81,25,"Communications Workers of America, AFL-CIO",Stipulated,,LOSS,2022-07-12 00:00:00,Certification of Results,2022,,,,,
1353,"05, 05 WDC",05-RD-300194,,"Martin Marietta Materials, Inc.",RD,Frederick,MD,2022-09-01 00:00:00,16,8,8,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC, on Behalf of Local 7886-05",Stipulated,,LOSS,2022-09-13 00:00:00,Certification of Results,2022,,,,,
1354,"05, 05 WDC",05-RM-275681,,"Keolis Transit America, LLC",RM,Leesburg,VA,2022-02-15 00:00:00,118,2,71,"Amalgamated Transit Union (ATU), Local 689 a/w Amalgamated Transit Union, AFL-CIO",Directed,WON,,2022-03-17 00:00:00,Certific. of Representative,2022,,,,,
1355,06,06-RC-279245,,"JSP Resins, LLC",RC,Butler,PA,2021-08-06 00:00:00,40,20,19,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO/CLC (United Steelworkers)",Stipulated,,LOSS,2021-11-29 00:00:00,Certification of Results,2022,,,,,
1356,06,06-RC-281003,,"10 Roads Express, LLC",RC,Warrendale,PA,2021-09-14 00:00:00,91,24,37,"General Teamsters, Chauffeurs and Helpers Local 249",Stipulated,WON,,2021-10-14 00:00:00,Certific. of Representative,2022,,,,,
1357,06,06-RC-281559,,Compass Natural Gas Partners LP,RC,Montoursville,PA,2021-09-16 00:00:00,8,6,0,Teamsters Local Union No. 764,Stipulated,,LOSS,2021-10-13 00:00:00,Certification of Results,2022,,,,,
1358,06,06-RC-283075,,Asplundh Tree Expert LLC,RC,Willow Grove,PA,2021-10-15 00:00:00,34,2,16,International Brotherhood of Electrical Workers Local 1919,Stipulated,WON,,2021-11-16 00:00:00,Certific. of Representative,2022,,,,,
1359,06,06-RC-285111,,"Dairy Farmers of America, Inc.",RC,New Wilmington,PA,2021-12-08 00:00:00,202,41,101,Teamsters Local 261,Stipulated,WON,,2022-01-14 00:00:00,Certific. of Representative,2022,,,,,
1360,06,06-RC-286438,,"MV Transportation, Inc.",RC,Butler,PA,2021-12-15 00:00:00,18,3,9,Amalgamated Transit Union Local 1743,Stipulated,WON,,2022-01-21 00:00:00,Certific. of Representative,2022,,,,,
1361,06,06-RC-287129,,The Pennsylvania Cyber Charter School,RC,Midland,PA,2022-01-07 00:00:00,64,14,44,"PA Cyber Academic Advisors and School Counselors Education Association, PSEA/NEA",Stipulated,WON,,2022-02-07 00:00:00,Certific. of Representative,2022,,,,,
1362,06,06-RC-288069,,The Coffee Tree Roasters Corporation,RC,West Mifflin,PA,2022-01-31 00:00:00,27,3,17,United Food and Commercial Workers Local 1776,Stipulated,WON,,2022-03-02 00:00:00,Certific. of Representative,2022,,,,,
1363,06,06-RC-288857,,"Smith Bus Company and School Bus Drivers, Inc., a joint employer",RC,Apollo,PA,2022-02-14 00:00:00,53,24,20,Teamsters Local No. 205,Stipulated,,LOSS,2022-03-15 00:00:00,Certification of Results,2022,,,,,
1364,06,06-RC-290448,,Waste Management of Pennsylvania Erie Hauling,RC,Pittsburgh,PA,2022-03-11 00:00:00,47,34,8,General Teamsters Local Union No. 397,Stipulated,,LOSS,2022-03-21 00:00:00,Certification of Results,2022,,,,,
1365,06,06-RC-290464,,Starbucks Corporation,RC,Pittsburgh,PA,2022-03-24 00:00:00,22,0,20,Workers United a/w SEIU,Stipulated,WON,,2022-04-21 00:00:00,Certific. of Representative,2022,,,,,
1366,06,06-RC-291647,,"Weis Markets, Inc.",RC,Milton,PA,2022-04-08 00:00:00,274,202,44,"International Brotherhood of Teamsters, Local 764",Stipulated,,LOSS,2022-05-16 00:00:00,Certification of Results,2022,,,,,
1367,06,06-RC-291724,,Starbucks Corporation,RC,Pittsburgh,PA,2022-04-21 00:00:00,44,3,10,Workers United a/w SEIU,Stipulated,WON,,2022-05-16 00:00:00,Certific. of Representative,2022,,,,,
1368,06,06-RC-292408,,"Pennsylvania Roofing Systems, Inc.",RC,Bakerstown,PA,2022-04-12 00:00:00,41,1,12,Eastern Atlantic States Regional Council of Carpenters,Stipulated,WON,,2022-05-11 00:00:00,Certific. of Representative,2022,,,,,
1369,06,06-RC-292554,,"LHIM Pittsburg, LLC",RC,Pittsburgh,PA,2022-04-23 00:00:00,47,3,36,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO/CLC",Stipulated,WON,,2022-05-03 00:00:00,Certific. of Representative,2022,,,,,
1370,06,06-RC-292638,,Urban Pathways K-5 College Charter School,RC,Pittsburgh,PA,2022-04-20 00:00:00,34,7,23,"Alliance for Charter School Employees, Local 6056",Stipulated,WON,,2022-06-03 00:00:00,Certific. of Representative,2022,,,,,
1371,06,06-RC-292760,,Starbucks Corporation,RC,Pittsburgh,PA,2022-05-26 00:00:00,23,1,8,Workers United,Stipulated,WON,,2022-06-06 00:00:00,Certific. of Representative,2022,,,,,
1372,06,06-RC-292767,,Starbucks Corporation,RC,Pittsburgh,PA,2022-05-26 00:00:00,27,8,9,WORKERS UNITED,Stipulated,WON,,2022-07-07 00:00:00,Certific. of Representative,2022,,,,,
1373,06,06-RC-292885,,Diversified Gas and Oil Corporation,RC,Buckhannon,WV,2022-09-15 00:00:00,69,21,44,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL-CIO, CLC",Stipulated,WON,,2022-09-23 00:00:00,Certific. of Representative,2022,,,,,
1374,06,06-RC-293070,,Westmoreland Cultural Trust,RC,Greensburg,PA,2022-05-18 00:00:00,8,0,7,International Alliance of Theatrical Stage Employees Local 3,Stipulated,WON,,2022-06-16 00:00:00,Certific. of Representative,2022,,,,,
1375,06,06-RC-293158,,"Miller - Thomas - Gyekis, Inc.",RC,Pittsburgh,PA,2022-04-29 00:00:00,28,7,4,"United Union of Roofers, Waterproofers and Allied Workers' Association, AFL-CIO, Local #37",Stipulated,,LOSS,2022-05-11 00:00:00,Certification of Results,2022,,,,,
1376,06,06-RC-293424,,Starbucks Corporation,RC,Pittsburgh,PA,2022-05-09 00:00:00,24,11,6,Workers United a/w SEIU,Stipulated,,LOSS,2022-06-30 00:00:00,Certification of Results,2022,,,,,
1377,06,06-RC-293429,,Starbucks Corporation,RC,Pittsburgh,PA,2022-05-09 00:00:00,19,4,6,Workers United a/w SEIU,Stipulated,WON,,2022-06-27 00:00:00,Certific. of Representative,2022,,,,,
1378,06,06-RC-294100,,Starbucks Corporation,RC,Pittsburgh,PA,2022-06-16 00:00:00,36,6,15,"Workers United, SEIU",Stipulated,WON,,2022-06-27 00:00:00,Certific. of Representative,2022,,,,,
1379,06,06-RC-294253,,Starbucks Corporation,RC,Pittsburgh,PA,2022-05-25 00:00:00,15,0,10,Workers United,Stipulated,WON,,2022-06-27 00:00:00,Certific. of Representative,2022,,,,,
1380,06,06-RC-294894,,"Elementis Specialties, Inc.",RC,Proctor,WV,2022-06-09 00:00:00,25,0,17,"Local 566C of the International Chemical Workers Union Council of the United Food and Commercial Workers International Union, AFL-CIO, CLC",Stipulated,WON,,2022-06-17 00:00:00,Certific. of Representative,2022,,,,,
1381,06,06-RC-295260,,"JDRC Managed Services, LLC",RC,Pittsburgh,PA,2022-06-08 00:00:00,27,6,14,"United Food and Commercial Workers International Union, Local 1776KS, AFL-CIO-CLC",Stipulated,WON,,2022-07-22 00:00:00,Certific. of Representative,2022,,,,,
1382,06,06-RC-295875,,Starbucks Corporation,RC,Greensburg,PA,2022-06-21 00:00:00,31,6,21,"International Brotherhood of Teamsters, Local Union No. 30",Stipulated,WON,,2022-06-29 00:00:00,Certific. of Representative,2022,,,,,
1383,06,06-RC-296139,,Starbucks Corporation,RC,Pittsburgh,PA,2022-07-26 00:00:00,18,6,4,Workers United,Directed,,LOSS,2022-08-03 00:00:00,Certification of Results,2022,,,,,
1384,06,06-RC-296143,,Starbucks Corporation,RC,Pittsburgh,PA,2022-06-30 00:00:00,17,6,8,Workers United a/w SEIU,Directed,WON,,2022-08-03 00:00:00,Certific. of Representative,2022,,,,,
1385,06,06-RC-296511,,"Charter Communications, Inc. d/b/a Spectrum",RC,Erie,PA,2022-06-29 00:00:00,55,35,9,International Brotherhood of Electrical Workers Local 459,Stipulated,,LOSS,2022-07-11 00:00:00,Certification of Results,2022,,,,,
1386,06,06-RC-296680,,Starbucks Corporation,RC,Pittsburgh,PA,2022-07-11 00:00:00,42,4,16,Workers United,Directed,WON,,2022-08-11 00:00:00,Certific. of Representative,2022,,,,,
1387,06,06-RC-297910,,Starbucks Corporation,RC,Allison Park,PA,2022-08-04 00:00:00,29,0,15,Workers United a/w SEIU,Directed,WON,,2022-09-02 00:00:00,Certific. of Representative,2022,,,,,
